            age,Hours_Studied,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
19,Medium,No,8,94,High,Yes,Medium,Public,3,No,High School,Moderate,Male,70
14,High,No,4,77,Medium,Yes,Medium,Public,3,No,High School,Near,Female,64
20,Medium,Yes,7,72,Low,No,Medium,Public,3,No,High School,Near,Male,65
22,Medium,Yes,7,95,Medium,Yes,Medium,Public,2,No,High School,Near,Male,66
13,Low,No,6,96,High,Yes,High,Private,3,No,High School,Near,Female,68
22,Medium,Yes,7,64,Medium,Yes,Low,Private,3,No,College,Near,Female,72
19,Medium,Yes,6,68,Medium,Yes,High,Public,3,No,High School,Moderate,Female,65
9,Medium,Yes,6,93,Medium,Yes,Low,Private,2,No,High School,Moderate,Female,60
15,Medium,No,8,75,Medium,Yes,High,Public,4,No,Postgraduate,Near,Female,63
18,Low,Yes,9,64,Low,Yes,Low,Public,3,No,High School,Near,Female,66
31,Low,Yes,8,98,Low,Yes,Medium,Public,4,No,Postgraduate,Near,Female,73
23,Medium,Yes,6,61,Low,Yes,Low,Public,4,No,College,Near,Male,71
12,Medium,Yes,6,81,Low,Yes,Low,Public,2,Yes,High School,Far,Male,59
23,Medium,Yes,6,71,Medium,Yes,Low,Public,3,No,High School,Moderate,Female,70
11,Medium,Yes,7,73,Low,Yes,Medium,Private,3,Yes,College,Near,Female,63
26,Medium,No,6,55,Medium,Yes,Medium,Public,4,No,Postgraduate,Near,Male,67
17,Low,Yes,9,63,Medium,Yes,Low,Private,2,No,College,Moderate,Male,65
19,Medium,No,7,58,Medium,Yes,Medium,Public,4,No,College,Moderate,Female,64
28,High,No,8,87,Low,Yes,Low,Public,2,No,Postgraduate,Near,Male,71
12,Medium,Yes,5,85,Medium,Yes,High,Public,2,No,College,Near,Male,70
12,Medium,Yes,6,90,Medium,Yes,Medium,Public,2,No,High School,Near,Female,63
16,Low,No,8,85,Medium,Yes,Low,Public,2,No,High School,Near,Female,68
26,Medium,Yes,8,56,Medium,No,Medium,Public,2,No,College,Near,Female,67
11,Medium,Yes,5,99,Medium,Yes,High,Public,4,No,Postgraduate,Near,Female,66
3,High,Yes,7,59,Low,Yes,Medium,Public,5,No,High School,Moderate,Male,63
17,Medium,Yes,7,68,Medium,Yes,Medium,Private,5,Yes,College,Near,Female,65
23,Medium,Yes,6,85,Low,Yes,Low,Public,3,Yes,High School,Far,Male,66
27,Medium,Yes,8,57,Medium,Yes,Low,Public,4,No,Postgraduate,Near,Female,65
17,Low,Yes,5,59,Medium,Yes,Medium,Private,4,No,High School,Near,Male,65
18,High,No,6,94,Medium,Yes,Medium,Public,2,Yes,High School,Near,Male,63
27,Medium,No,8,67,Medium,Yes,Low,Public,3,No,High School,Near,Male,65
9,Low,Yes,7,83,Medium,Yes,Low,Private,4,Yes,High School,Far,Male,62
18,Medium,Yes,7,93,Medium,Yes,Medium,Public,3,No,College,Near,Female,66
21,Medium,No,7,99,Medium,Yes,High,Public,3,No,Postgraduate,Near,Female,71
23,Low,Yes,8,61,High,Yes,Low,Public,2,No,High School,Far,Female,64
17,Medium,Yes,8,56,Low,Yes,Medium,Private,4,No,College,Near,Female,67
20,Medium,No,8,87,Medium,Yes,High,Private,3,No,High School,Near,Male,68
5,Medium,No,7,59,Medium,Yes,Low,Public,3,No,College,Near,Female,63
16,Low,Yes,6,79,High,Yes,High,Public,3,No,College,Near,Female,64
23,High,Yes,6,77,Medium,Yes,Low,Public,1,No,Postgraduate,Near,Female,74
14,Low,Yes,5,78,Medium,Yes,High,Public,4,No,Postgraduate,Near,Male,68
20,Medium,Yes,6,82,Low,No,Medium,Public,3,Yes,High School,Moderate,Female,68
23,High,Yes,6,93,Medium,No,Medium,Public,3,No,Postgraduate,Moderate,Female,69
18,Low,Yes,9,64,Medium,Yes,Low,Public,4,Yes,High School,Near,Male,61
21,Low,Yes,5,78,High,Yes,Low,Private,2,No,High School,Near,Female,69
14,Low,Yes,9,67,Low,Yes,High,Public,3,No,High School,Near,Female,61
19,Medium,Yes,7,66,Low,Yes,High,Public,3,Yes,High School,Near,Male,67
24,Low,No,7,51,Medium,Yes,Low,Private,4,No,High School,Near,Female,63
21,Medium,No,8,80,Medium,Yes,Low,Public,3,Yes,College,Moderate,Female,68
16,Medium,No,5,99,Low,No,Low,Private,5,No,College,Moderate,Female,68
21,Medium,Yes,6,88,Low,Yes,High,Public,1,No,High School,Near,Male,67
24,Low,Yes,5,62,High,Yes,High,Private,3,No,College,Moderate,Female,69
8,High,No,6,86,Medium,Yes,Low,Public,3,No,High School,Near,Male,64
27,Low,No,6,65,Low,Yes,Low,Public,4,No,Postgraduate,Near,Male,67
18,Medium,No,9,88,Low,Yes,High,Public,3,Yes,High School,Near,Female,70
23,Low,Yes,6,93,Low,Yes,Low,Public,4,No,High School,Near,Female,72
27,Low,No,4,67,Medium,Yes,High,Private,2,No,High School,Moderate,Female,71
12,Medium,No,6,50,High,Yes,Low,Public,3,No,College,Near,Male,62
16,Medium,Yes,8,65,High,Yes,Low,Private,5,Yes,Postgraduate,Near,Male,67
18,Medium,Yes,9,60,Medium,Yes,Low,Public,2,No,College,Far,Female,64
15,Medium,Yes,7,81,Medium,Yes,Medium,Public,2,No,High School,Near,Male,64
30,High,No,6,65,Medium,Yes,Low,Public,4,No,Postgraduate,Near,Female,70
15,Medium,Yes,7,52,Medium,Yes,Low,Public,5,No,College,Near,Female,68
17,Medium,No,8,77,Medium,Yes,Medium,Public,3,No,Postgraduate,Near,Female,70
21,Medium,Yes,5,94,Low,Yes,Medium,Public,3,No,High School,Far,Male,65
13,Low,No,7,73,Low,Yes,High,Public,2,No,High School,Near,Female,59
18,Medium,Yes,7,69,Medium,Yes,Medium,Public,2,No,High School,Far,Female,69
22,Medium,Yes,7,59,High,Yes,Low,Public,3,No,Postgraduate,Near,Male,67
18,Medium,No,7,69,Medium,Yes,Low,Private,4,No,High School,Near,Male,68
19,Medium,No,6,67,Low,Yes,Medium,Public,1,No,College,Near,Male,62
17,High,No,8,100,Low,No,High,Private,4,No,High School,Moderate,Male,65
11,High,Yes,7,52,Medium,Yes,High,Private,5,No,College,Near,Female,69
22,Medium,Yes,7,62,Medium,Yes,Low,Private,4,No,Postgraduate,Moderate,Female,65
31,High,Yes,5,53,High,Yes,Medium,Public,2,No,High School,Near,Female,68
20,High,Yes,8,93,Medium,Yes,Low,Public,2,No,High School,Near,Male,68
21,High,Yes,6,71,High,No,Medium,Public,3,No,High School,Near,Female,71
24,Medium,Yes,9,90,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,71
12,High,No,5,85,High,Yes,High,Public,3,No,Postgraduate,Near,Female,66
30,Medium,Yes,8,96,Medium,Yes,Low,Private,3,No,Postgraduate,Near,Female,71
21,Medium,No,4,51,Low,Yes,Low,Public,3,No,College,Near,Female,66
30,High,No,4,60,Medium,Yes,Low,Private,4,No,High School,Moderate,Female,66
16,High,Yes,6,85,Medium,Yes,Medium,Public,1,No,High School,,Female,69
31,Medium,No,4,79,Medium,Yes,Low,Public,3,No,High School,Moderate,Female,65
25,High,Yes,8,85,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Female,66
23,Medium,No,7,79,Medium,Yes,Medium,Public,2,No,High School,Far,Male,67
21,Medium,No,9,79,Low,Yes,High,Private,4,No,Postgraduate,Moderate,Female,66
19,Medium,No,7,97,Medium,Yes,Medium,Public,3,No,High School,Near,Female,69
27,High,No,7,96,Medium,Yes,Low,Public,4,No,High School,Near,Male,66
21,High,Yes,7,52,Low,Yes,Low,Public,3,No,Postgraduate,Near,Male,64
8,High,Yes,6,71,Medium,Yes,Low,Public,2,No,Postgraduate,Near,Female,70
13,Low,Yes,6,76,Low,No,Medium,Private,4,No,College,Moderate,Male,62
19,Low,Yes,5,68,High,Yes,Low,Public,5,No,High School,Moderate,Male,67
22,Low,No,8,52,Medium,Yes,Medium,Public,2,Yes,College,Moderate,Female,60
20,Low,No,7,74,Low,Yes,High,Public,3,No,Postgraduate,Near,Female,66
27,Medium,Yes,7,99,Medium,Yes,Medium,Public,2,No,High School,Near,Female,72
8,Medium,Yes,10,54,Medium,Yes,Medium,Public,3,No,High School,Near,Male,63
21,Low,Yes,6,91,Low,Yes,High,Public,3,No,Postgraduate,Near,Male,69
9,High,Yes,7,60,High,Yes,Low,Private,3,No,College,Moderate,Male,66
25,Medium,Yes,7,79,Medium,Yes,Medium,Public,2,No,College,Near,Male,69
19,High,No,9,69,Low,Yes,Medium,Private,3,No,College,Moderate,Male,68
23,Medium,No,7,67,Medium,Yes,Low,Public,4,No,High School,Moderate,Female,66
15,Medium,Yes,7,94,Low,Yes,High,Private,2,No,Postgraduate,Moderate,Male,63
28,Medium,Yes,10,99,High,Yes,Medium,Public,3,No,High School,Near,Male,70
26,Medium,No,6,69,Medium,Yes,Low,Public,4,No,Postgraduate,Moderate,Male,68
24,Medium,Yes,7,82,Medium,Yes,Medium,Public,4,No,College,Far,Male,68
19,Medium,No,8,78,Medium,Yes,Low,Private,3,No,High School,Moderate,Male,67
23,High,Yes,6,54,Low,Yes,Low,Public,1,No,High School,Moderate,Male,67
16,High,Yes,8,52,Medium,Yes,Low,Public,3,No,College,Moderate,Female,69
25,Medium,No,6,89,Low,Yes,Low,Public,5,No,High School,Near,Male,68
30,Medium,Yes,9,70,Medium,Yes,Medium,Public,1,No,High School,Moderate,Male,67
26,High,Yes,8,65,Low,Yes,Medium,Public,2,No,High School,Moderate,Male,70
16,High,No,7,99,Low,Yes,Medium,Public,3,No,Postgraduate,Moderate,Male,70
22,Medium,No,5,54,Medium,Yes,Medium,Public,2,No,College,Moderate,Male,66
12,High,Yes,6,63,High,Yes,Low,Private,2,No,High School,Near,Male,61
23,Low,Yes,7,93,Medium,Yes,Low,Public,2,No,College,Near,Male,68
23,Low,Yes,8,71,Low,Yes,Low,Public,2,No,Postgraduate,Near,Female,64
9,Low,No,7,79,Medium,Yes,Low,Public,2,No,Postgraduate,Near,Male,66
13,Low,Yes,8,52,Medium,Yes,High,Private,4,No,High School,,Male,65
18,Medium,No,8,96,Medium,Yes,Medium,Public,6,No,Postgraduate,Near,Male,73
18,Low,No,8,57,Medium,No,High,Public,4,No,High School,Near,Male,66
13,High,Yes,7,61,Medium,Yes,Low,Public,3,No,High School,Moderate,Male,65
22,Medium,Yes,7,58,Medium,Yes,Medium,Public,4,No,College,Near,Male,68
22,Medium,Yes,7,75,Low,Yes,Low,Public,3,No,High School,Near,Male,69
19,Low,Yes,6,91,High,Yes,Medium,Public,4,No,College,Near,Male,72
15,Medium,No,9,63,Medium,Yes,Medium,Private,3,No,High School,Near,Male,63
26,Low,No,8,57,Medium,Yes,Medium,Private,1,No,High School,Near,Male,65
30,High,Yes,9,70,Low,Yes,Medium,Public,4,No,College,Near,Male,69
17,High,No,6,99,Medium,Yes,Medium,Private,3,No,High School,Far,Female,62
16,Medium,Yes,8,51,Low,Yes,Medium,Public,3,No,Postgraduate,Near,Female,66
23,Low,Yes,9,75,Medium,Yes,Low,Private,2,No,Postgraduate,Moderate,Female,69
18,High,Yes,9,83,Medium,Yes,Low,Public,4,Yes,Postgraduate,Moderate,Female,67
19,Medium,Yes,5,90,Low,Yes,Low,Public,2,No,College,Far,Female,94
24,Medium,Yes,7,87,High,Yes,Medium,Private,2,No,High School,Near,Female,71
9,Medium,No,7,54,Low,Yes,Low,Public,4,No,High School,Near,Female,61
28,High,Yes,9,73,Medium,Yes,Low,Public,2,No,College,Near,Male,68
20,Medium,No,4,54,Low,Yes,High,Public,4,No,High School,Near,Male,66
18,High,Yes,5,81,Medium,Yes,High,Public,5,No,High School,Near,Female,71
19,Low,No,9,54,Low,Yes,Low,Public,4,No,High School,Moderate,Female,66
20,Low,No,6,52,Medium,Yes,Low,Private,2,No,Postgraduate,Near,Male,60
10,Medium,Yes,5,65,Low,Yes,Medium,Private,3,No,High School,Near,Female,60
29,Low,Yes,9,97,High,No,Medium,Public,3,No,High School,Near,Male,66
20,Medium,Yes,5,85,Medium,Yes,High,Public,2,No,College,Far,Male,67
23,Low,No,9,50,Low,Yes,Medium,Private,3,No,High School,Moderate,Male,67
26,Medium,No,5,64,Medium,Yes,High,Public,1,No,High School,Near,Male,64
14,Medium,No,5,51,Medium,Yes,Medium,Public,3,No,College,Near,Male,66
23,High,No,7,65,High,Yes,Medium,Public,3,No,High School,Near,Female,68
18,High,Yes,6,84,Medium,Yes,Medium,Public,3,No,Postgraduate,Moderate,Female,70
25,High,Yes,7,88,Medium,Yes,Low,Private,4,No,College,Moderate,Female,75
7,High,Yes,10,90,Medium,Yes,Low,Private,2,Yes,High School,Moderate,Male,86
19,Medium,Yes,7,95,High,Yes,Medium,Private,3,No,College,Near,Female,73
16,Medium,No,9,68,Medium,Yes,High,Public,3,No,High School,Moderate,Male,61
23,High,No,7,93,Medium,Yes,Medium,Private,6,No,High School,Moderate,Male,68
23,Medium,No,8,86,Medium,Yes,Low,Public,0,No,College,Far,Female,70
16,Medium,Yes,4,77,High,Yes,High,Public,2,No,High School,Near,Male,71
16,High,Yes,8,98,High,Yes,Medium,Private,4,No,Postgraduate,Near,Male,71
19,Medium,No,8,97,High,Yes,Medium,Public,1,Yes,College,Near,Male,68
15,High,Yes,6,95,Medium,Yes,Low,Public,4,No,High School,Near,Female,70
25,Medium,Yes,10,60,Low,Yes,Medium,Public,3,No,College,Moderate,Male,70
18,Medium,Yes,6,60,Low,Yes,Medium,Private,3,No,High School,Moderate,Female,62
3,High,Yes,5,95,High,Yes,Medium,Public,1,No,Postgraduate,Near,Female,67
18,Medium,No,8,70,High,Yes,Medium,Public,3,No,College,Near,Female,68
14,High,Yes,5,90,Medium,Yes,Medium,Public,3,No,Postgraduate,Near,Female,68
10,High,No,7,84,Low,Yes,Low,Private,1,No,High School,Far,Male,64
13,Medium,No,9,88,Medium,Yes,High,Public,3,No,Postgraduate,Near,Male,68
21,Low,Yes,8,51,Medium,Yes,Medium,Public,3,No,High School,Near,Male,69
28,Medium,No,7,71,Low,Yes,Medium,Public,3,No,High School,Near,Male,70
22,Medium,Yes,6,93,Medium,Yes,Low,Public,4,No,High School,Near,Female,73
16,High,Yes,9,74,Medium,Yes,High,Public,3,No,Postgraduate,Moderate,Male,66
23,Low,No,5,85,Low,Yes,Low,Public,3,No,Postgraduate,Moderate,Male,68
17,Low,Yes,8,88,High,No,High,Public,3,No,High School,Near,Female,68
16,Low,Yes,10,56,Low,Yes,Medium,Private,0,No,Postgraduate,Moderate,Female,65
13,Medium,Yes,8,58,High,Yes,Low,Public,3,No,Postgraduate,Near,Female,66
9,High,Yes,7,86,Medium,Yes,Low,Public,1,No,College,Far,Female,62
18,Low,Yes,7,53,Low,Yes,Medium,Private,2,No,High School,Near,Female,67
21,Medium,Yes,6,67,High,Yes,Medium,Public,3,No,Postgraduate,Near,Female,73
19,Medium,Yes,6,96,Medium,Yes,Medium,Private,2,No,Postgraduate,Near,Male,65
18,High,No,7,79,High,Yes,High,Private,4,No,High School,Near,Female,70
14,High,Yes,8,96,Medium,Yes,Medium,Public,2,No,Postgraduate,Near,Male,68
24,High,Yes,9,65,Medium,Yes,Medium,Private,3,No,High School,Moderate,Male,67
12,Low,Yes,4,82,High,Yes,Low,Public,3,No,High School,Moderate,Male,66
25,Medium,No,4,64,Low,Yes,Low,Public,4,Yes,College,Near,Female,65
14,High,Yes,9,56,Low,Yes,Medium,Public,4,No,High School,Moderate,Female,66
15,High,No,7,100,Low,Yes,Low,Public,4,No,High School,Near,Male,66
11,Medium,No,7,59,High,Yes,Low,Public,1,No,College,Moderate,Male,60
17,High,Yes,8,59,Medium,Yes,High,Public,4,No,College,Near,Female,66
26,High,Yes,7,92,Low,Yes,Low,Private,4,No,College,Moderate,Female,68
23,Medium,Yes,10,90,Low,Yes,Low,Public,5,No,High School,Near,Male,72
26,Low,No,8,99,Medium,No,Medium,Public,3,No,College,Near,Male,68
23,Medium,Yes,6,54,High,Yes,Low,Public,3,No,Postgraduate,Near,Female,67
13,High,No,6,55,High,Yes,Medium,Public,4,No,Postgraduate,Near,Male,62
18,Medium,No,7,72,High,Yes,High,Public,5,No,College,Moderate,Female,66
15,High,No,6,80,Medium,Yes,Low,Private,3,No,Postgraduate,Near,Male,69
28,Medium,No,10,52,Low,Yes,Low,Public,3,No,High School,Near,Male,64
13,Low,No,7,58,Medium,No,Medium,Private,3,No,High School,Near,Male,63
25,Low,Yes,5,85,Medium,Yes,High,Public,2,No,,Near,Male,74
25,High,Yes,8,83,Medium,Yes,Medium,Private,4,No,College,Moderate,Male,72
31,Medium,Yes,9,54,Medium,No,Low,Private,3,No,College,Near,Male,71
18,Low,Yes,9,97,Medium,Yes,Medium,Public,3,No,High School,Moderate,Female,64
24,High,No,6,63,Low,No,Low,Public,3,No,High School,Near,Male,65
34,Medium,Yes,5,94,High,Yes,Medium,Public,5,Yes,High School,Moderate,Female,75
16,High,No,9,96,Medium,Yes,Medium,Public,3,No,College,Far,Male,69
11,Medium,No,5,75,Medium,Yes,Medium,Public,4,No,Postgraduate,Moderate,Female,65
9,Low,No,8,71,Low,No,Low,Public,1,No,College,Moderate,Male,60
24,Medium,Yes,6,64,Medium,Yes,High,Public,4,No,High School,Near,Male,69
9,High,Yes,9,90,High,Yes,High,Public,4,No,College,Far,Male,65
18,Low,Yes,5,60,Low,Yes,High,Private,4,No,High School,Moderate,Male,67
23,High,No,6,81,Low,Yes,Medium,Private,2,No,High School,Far,Female,70
21,Medium,Yes,8,78,Low,Yes,Low,Public,4,No,College,Moderate,Female,66
23,Medium,Yes,8,62,Medium,Yes,Low,Public,4,No,High School,Moderate,Female,69
21,Medium,Yes,9,99,Medium,Yes,Medium,Public,3,No,Postgraduate,Near,Male,69
28,High,Yes,8,92,Low,Yes,Medium,Public,2,No,High School,Near,Female,68
14,Medium,Yes,8,51,Medium,Yes,Medium,Private,4,No,College,Near,Female,70
16,Medium,No,9,71,High,Yes,Low,Private,2,No,High School,Moderate,Female,66
15,High,No,5,68,Low,No,Medium,Public,3,No,High School,Near,Female,65
25,Low,No,6,94,Medium,Yes,Low,Public,4,No,College,Near,Male,65
25,Low,Yes,5,63,Medium,Yes,High,Private,2,No,High School,Near,Male,65
23,Low,Yes,4,100,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Male,69
27,Medium,No,8,60,Medium,Yes,Medium,Public,2,No,Postgraduate,Moderate,Female,69
13,Medium,No,9,62,Low,Yes,Low,Private,3,No,High School,Moderate,Male,65
30,High,Yes,8,83,High,No,Low,Public,3,No,High School,Near,Female,76
29,Medium,No,8,58,Low,Yes,Medium,Private,3,No,College,Near,Male,72
24,Medium,No,7,94,Medium,Yes,Medium,Public,4,No,High School,Near,Male,67
31,High,Yes,7,55,Medium,Yes,Low,Public,3,No,High School,Near,Male,74
10,Medium,Yes,10,99,High,Yes,Medium,Public,3,No,College,Near,Male,66
17,High,Yes,9,94,Medium,Yes,Low,Private,3,No,High School,Near,Female,66
16,Medium,No,6,92,High,Yes,High,Public,3,No,High School,Near,Male,66
24,Low,Yes,9,70,High,Yes,High,Public,5,No,College,Near,Female,71
14,Medium,No,9,76,Medium,Yes,Low,Public,3,No,High School,Moderate,Male,66
25,Low,No,8,73,High,Yes,Low,Public,2,No,Postgraduate,Near,Male,65
28,Low,Yes,8,99,Medium,Yes,High,Public,3,No,High School,Near,Female,69
24,Medium,Yes,8,52,Low,Yes,Low,Public,2,No,High School,Near,Male,69
22,Medium,Yes,5,69,Low,Yes,Low,Public,2,No,,Far,Female,63
14,Low,No,5,98,High,Yes,High,Public,3,No,High School,Near,Female,68
15,Medium,No,8,68,Medium,Yes,High,Public,3,No,,Near,Female,64
27,Medium,No,5,70,Medium,Yes,Low,Public,2,No,College,Near,Male,64
25,Medium,Yes,5,82,High,Yes,Low,Public,5,No,College,Moderate,Male,73
20,Low,Yes,4,95,High,Yes,High,Public,2,No,High School,Moderate,Female,66
17,Medium,No,6,65,Low,Yes,Low,Private,3,No,High School,Moderate,Female,67
8,High,Yes,8,97,Medium,Yes,Medium,Private,1,Yes,High School,Near,Female,63
14,Medium,Yes,8,64,High,Yes,Low,Public,3,No,High School,Moderate,Male,61
31,Medium,Yes,8,91,High,Yes,High,Public,4,No,High School,Moderate,Male,71
12,Low,Yes,6,64,Medium,Yes,Medium,Public,3,No,College,Near,Female,61
21,Medium,Yes,7,54,Low,Yes,Medium,Private,3,No,College,Moderate,Female,62
26,High,Yes,8,91,Medium,Yes,High,Private,4,Yes,High School,Near,Male,74
12,Medium,No,8,73,Medium,Yes,Medium,Private,4,No,High School,Near,Male,65
21,Low,Yes,6,70,Low,Yes,Low,Public,3,No,High School,Moderate,Female,64
26,Low,No,7,71,Medium,Yes,Medium,Public,4,No,Postgraduate,Moderate,Male,66
20,High,Yes,4,81,Medium,Yes,Medium,Public,2,Yes,High School,,Male,72
37,High,Yes,7,63,Medium,Yes,Medium,Private,4,No,High School,Near,Male,76
10,Medium,Yes,6,62,Medium,Yes,Low,Public,3,No,Postgraduate,Moderate,Male,67
26,Medium,No,9,74,Low,Yes,Low,Private,3,Yes,High School,Near,Female,71
19,High,No,6,52,Medium,Yes,Medium,Public,3,No,High School,Near,Male,65
25,Low,Yes,7,82,Medium,Yes,Medium,Private,4,No,Postgraduate,Near,Male,68
23,Medium,Yes,6,91,Low,Yes,Low,Public,3,No,High School,Far,Male,68
16,High,Yes,6,86,Low,Yes,High,Private,2,No,High School,Far,Male,67
21,Medium,No,8,73,Medium,Yes,Low,Public,2,No,High School,Near,Female,64
9,Low,No,6,78,Low,No,Medium,Public,4,Yes,Postgraduate,Near,Male,60
24,Medium,No,10,51,Low,Yes,Low,Public,3,No,,Near,Male,70
22,High,Yes,4,96,High,Yes,High,Private,2,No,College,Near,Male,73
24,Medium,Yes,8,78,Low,Yes,High,Private,3,No,High School,Moderate,Male,69
26,High,No,7,66,Medium,Yes,Low,Public,5,Yes,College,Near,Male,70
22,Medium,No,7,65,Low,Yes,Low,Public,3,No,College,Near,Male,64
21,High,Yes,7,83,High,Yes,Low,Public,3,No,High School,Moderate,Female,64
15,High,Yes,8,79,Medium,Yes,High,Public,3,No,College,Near,Male,65
16,Medium,No,7,59,Low,Yes,Low,Public,2,No,College,Near,Female,62
27,Medium,Yes,9,70,Medium,Yes,Medium,Public,2,No,High School,,Male,64
29,Medium,Yes,7,84,Medium,Yes,High,Public,3,No,College,Moderate,Male,72
19,Medium,Yes,5,65,High,No,Low,Public,3,No,High School,Near,Male,64
20,Medium,Yes,7,75,Medium,Yes,Medium,Public,4,No,High School,Near,Female,67
15,High,Yes,9,63,Low,No,High,Private,3,No,College,Near,Male,64
27,Low,No,6,54,Medium,Yes,Medium,Private,2,No,High School,Far,Male,61
24,Medium,Yes,5,69,Medium,Yes,Low,Public,4,No,High School,Near,Male,72
32,Medium,Yes,8,87,Medium,No,Medium,Public,1,No,High School,Far,Male,70
15,Medium,No,8,61,Medium,Yes,Low,Public,2,No,High School,Moderate,Female,70
18,Medium,No,6,88,Medium,Yes,Medium,Public,2,No,College,Moderate,Male,71
21,High,No,7,83,Low,Yes,Medium,Public,2,No,College,Near,Female,68
24,Medium,No,7,75,Medium,Yes,High,Private,2,No,College,Near,Female,68
19,High,No,7,99,Medium,Yes,Low,Public,1,Yes,High School,Near,Male,70
15,High,No,8,94,High,Yes,Medium,Public,3,No,College,Near,Male,73
25,High,No,6,78,Low,Yes,Medium,Public,1,No,High School,Far,Female,69
24,Medium,No,8,78,High,Yes,Medium,Public,3,No,High School,Near,Male,71
15,Low,No,6,64,Low,Yes,Low,Public,3,Yes,High School,Near,Male,64
28,Medium,No,9,96,Low,Yes,Medium,Private,3,No,High School,Near,Female,68
27,Medium,No,10,95,Medium,Yes,High,Private,4,No,High School,Moderate,Female,69
21,High,No,6,87,Medium,Yes,Low,Public,2,No,High School,Near,Female,70
20,Medium,No,5,56,Medium,Yes,Low,Public,4,No,,Near,Female,67
23,Medium,Yes,8,85,Medium,Yes,Medium,Private,0,No,High School,Near,Male,66
15,Medium,No,7,63,Medium,Yes,Medium,Public,5,No,Postgraduate,Moderate,Male,65
20,Medium,Yes,8,59,Low,Yes,Medium,Public,3,No,College,Near,Male,66
7,Low,Yes,6,88,Medium,Yes,Low,Private,4,No,Postgraduate,Near,Female,61
25,Low,No,7,98,Medium,Yes,Low,Public,2,No,High School,Near,Female,71
11,High,Yes,6,55,Medium,Yes,High,Public,3,No,High School,Far,Male,60
29,Medium,Yes,7,58,Medium,Yes,Low,Public,2,No,College,Near,Male,66
18,Low,Yes,5,61,Low,Yes,Medium,Private,4,No,College,Moderate,Male,61
19,Medium,Yes,7,98,High,Yes,Medium,Public,3,Yes,High School,Moderate,Female,68
16,Medium,Yes,5,85,High,No,Low,Public,3,No,College,Near,Male,68
18,Medium,Yes,6,84,Medium,Yes,Low,Public,4,No,High School,Near,Male,65
29,High,No,7,75,Medium,No,Low,Public,1,No,High School,Near,Female,65
5,Medium,Yes,8,77,Medium,No,Low,Public,2,No,College,Near,Female,60
28,Low,No,8,65,Low,Yes,Low,Private,2,No,College,Near,Male,67
22,High,No,8,58,Medium,No,Low,Public,4,No,College,Near,Female,65
13,High,Yes,5,89,High,Yes,High,Public,3,No,High School,Near,Male,70
14,Medium,No,9,74,Medium,Yes,Medium,Public,4,No,High School,Near,Male,64
30,Medium,Yes,6,63,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,68
14,High,No,6,82,High,Yes,Medium,Public,4,No,College,Moderate,Female,69
13,Medium,Yes,7,60,High,Yes,High,Public,3,No,College,Near,Female,65
27,Medium,No,6,74,Medium,Yes,High,Private,3,No,High School,Near,Male,71
22,Medium,Yes,8,60,Low,Yes,Medium,Public,4,No,High School,Moderate,Female,65
14,Medium,Yes,8,88,Low,Yes,High,Public,2,Yes,High School,Moderate,Male,65
21,Medium,Yes,6,66,High,Yes,Medium,Public,2,Yes,College,Far,Female,68
14,Medium,No,7,72,High,Yes,Low,Public,3,No,High School,Near,Female,66
27,Low,Yes,7,88,Medium,No,High,Public,3,No,High School,Near,Male,65
26,High,Yes,8,83,Low,Yes,Medium,Public,4,No,College,Near,Male,71
23,Low,Yes,6,70,Medium,Yes,Medium,Public,4,No,Postgraduate,Moderate,Female,68
22,Medium,Yes,6,54,Medium,No,High,Public,2,No,College,Near,Male,70
31,Medium,No,5,96,Low,Yes,Low,Private,2,No,College,,Female,74
20,High,Yes,6,50,High,Yes,Low,Private,2,No,High School,Near,Male,62
13,Medium,No,5,87,Low,Yes,Medium,Public,2,Yes,High School,Moderate,Female,61
23,High,Yes,6,97,Medium,Yes,Medium,Private,3,No,High School,Near,Male,70
33,Low,Yes,9,65,Medium,Yes,Medium,Public,2,No,College,Moderate,Male,65
14,Medium,Yes,8,54,High,Yes,Low,Public,2,No,High School,Moderate,Male,62
18,High,No,9,62,Medium,Yes,High,Public,4,No,High School,Moderate,Female,65
22,High,No,6,66,Low,Yes,Low,Private,4,No,College,Near,Male,68
20,Medium,Yes,4,73,Medium,Yes,Medium,Private,1,No,High School,Far,Male,70
14,Medium,No,7,76,Low,Yes,Medium,Private,3,No,Postgraduate,Near,Female,68
27,Low,No,10,86,Medium,No,Medium,Private,6,No,Postgraduate,Near,Female,69
34,Medium,Yes,6,95,Medium,Yes,Low,Private,3,No,Postgraduate,Far,Male,73
21,Medium,Yes,7,73,Medium,Yes,Medium,Private,5,No,College,Near,Female,71
15,Low,Yes,5,87,Medium,Yes,Low,Private,4,No,High School,Near,Female,63
11,High,Yes,7,56,Low,Yes,Medium,Public,2,No,College,Near,Male,66
22,High,Yes,7,66,Low,Yes,Low,Private,4,No,Postgraduate,Near,Male,67
